ndoctors,nclinic_doctors,n_cdh_doctors,region,year,category
0,0,0,Сумська,2008,токсикологи
0,0,0,Тернопільська,2008,токсикологи
9,0,0,Харківська,2008,токсикологи
0,0,0,Херсонська,2008,токсикологи
0,0,0,Хмельницька,2008,токсикологи
0,0,0,Черкаська,2008,токсикологи
0,0,0,Чернівецька,2008,токсикологи
0,0,0,Чернігівська,2008,токсикологи
"8,75",0,0,м.Київ,2008,токсикологи
0,0,0,м.Севастополь,2008,токсикологи
"260,19","92,75",35,Автономна pеспубліка Крим,2008,лікарі-лаборанти
"188,75","34,75","65,25",Вінницька,2008,лікарі-лаборанти
"120,75",32,"34,5",Волинська,2008,лікарі-лаборанти
701,"91,25","68,5",Дніпропетровська,2008,лікарі-лаборанти
780,"232,75","52,5",Донецька,2008,лікарі-лаборанти
"101,25","45,5","29,75",Житомирська,2008,лікарі-лаборанти
"143,5","31,75","27,75",Закарпатська,2008,лікарі-лаборанти
"316,75","63,5",58,Запорізька,2008,лікарі-лаборанти
"199,75","46,5","73,25",Івано-Франківська,2008,лікарі-лаборанти
"244,5","64,75","86,25",Київська,2008,лікарі-лаборанти
"105,5","25,25","33,75",Кіровоградська,2008,лікарі-лаборанти
"420,75","132,25",38,Луганська,2008,лікарі-лаборанти
"420,25",139,90,Львівська,2008,лікарі-лаборанти
"181,25","28,5",40,Миколаївська,2008,лікарі-лаборанти
"420,25","133,25","42,25",Одеська,2008,лікарі-лаборанти
"253,75","72,25","73,75",Полтавська,2008,лікарі-лаборанти
"135,25",26,"36,75",Рівненська,2008,лікарі-лаборанти
135,34,55,Сумська,2008,лікарі-лаборанти
"135,5","42,25",40,Тернопільська,2008,лікарі-лаборанти
"565,5",189,"90,75",Харківська,2008,лікарі-лаборанти
"145,5","47,25","34,75",Херсонська,2008,лікарі-лаборанти
143,32,51,Хмельницька,2008,лікарі-лаборанти
"152,5",43,58,Черкаська,2008,лікарі-лаборанти
"136,25",43,"28,5",Чернівецька,2008,лікарі-лаборанти
"137,25",25,"37,75",Чернігівська,2008,лікарі-лаборанти
"826,5","314,75",0,м.Київ,2008,лікарі-лаборанти
76,"29,5",0,м.Севастополь,2008,лікарі-лаборанти
"8,25","8,25",0,Автономна pеспубліка Крим,2008,в т.ч. лаборанти-генетики
"4,25","4,25",0,Вінницька,2008,в т.ч. лаборанти-генетики
2,2,0,Волинська,2008,в т.ч. лаборанти-генетики
10,10,0,Дніпропетровська,2008,в т.ч. лаборанти-генетики
"13,5","13,5",0,Донецька,2008,в т.ч. лаборанти-генетики
0,0,0,Житомирська,2008,в т.ч. лаборанти-генетики
1,1,0,Закарпатська,2008,в т.ч. лаборанти-генетики
1,1,0,Запорізька,2008,в т.ч. лаборанти-генетики
1,1,0,Івано-Франківська,2008,в т.ч. лаборанти-генетики
4,4,0,Київська,2008,в т.ч. лаборанти-генетики
1,1,0,Кіровоградська,2008,в т.ч. лаборанти-генетики
3,3,0,Луганська,2008,в т.ч. лаборанти-генетики
0,0,0,Львівська,2008,в т.ч. лаборанти-генетики
"0,25",0,0,Миколаївська,2008,в т.ч. лаборанти-генетики
"8,5","8,5",0,Одеська,2008,в т.ч. лаборанти-генетики
2,2,0,Полтавська,2008,в т.ч. лаборанти-генетики
1,1,0,Рівненська,2008,в т.ч. лаборанти-генетики
0,0,0,Сумська,2008,в т.ч. лаборанти-генетики
2,2,0,Тернопільська,2008,в т.ч. лаборанти-генетики
5,5,0,Харківська,2008,в т.ч. лаборанти-генетики
1,1,0,Херсонська,2008,в т.ч. лаборанти-генетики
"1,75","1,75",0,Хмельницька,2008,в т.ч. лаборанти-генетики
"2,5",2,0,Черкаська,2008,в т.ч. лаборанти-генетики
2,2,0,Чернівецька,2008,в т.ч. лаборанти-генетики
0,0,0,Чернігівська,2008,в т.ч. лаборанти-генетики
"9,75",4,0,м.Київ,2008,в т.ч. лаборанти-генетики
"2,5","2,5",0,м.Севастополь,2008,в т.ч. лаборанти-генетики
"16,5","16,5",0,Автономна pеспубліка Крим,2008,генетики
"3,75","3,75","0,75",Вінницька,2008,генетики
2,2,0,Волинська,2008,генетики
11,11,0,Дніпропетровська,2008,генетики
"4,25","3,25",0,Донецька,2008,генетики
3,3,0,Житомирська,2008,генетики
2,2,"0,5",Закарпатська,2008,генетики
"6,5","6,5",0,Запорізька,2008,генетики
"2,25","2,25",0,Івано-Франківська,2008,генетики
8,8,4,Київська,2008,генетики
"1,75","1,75","0,25",Кіровоградська,2008,генетики
"4,75","4,75",0,Луганська,2008,генетики
"0,5","0,5",0,Львівська,2008,генетики
2,2,0,Миколаївська,2008,генетики
2,2,0,Одеська,2008,генетики
"4,75","4,75","1,25",Полтавська,2008,генетики
"3,75","3,75",0,Рівненська,2008,генетики
5,4,"2,75",Сумська,2008,генетики
4,3,3,Тернопільська,2008,генетики
"7,5","7,5","0,5",Харківська,2008,генетики
"1,5","1,5","0,5",Херсонська,2008,генетики
5,5,2,Хмельницька,2008,генетики
"4,75","4,75","0,5",Черкаська,2008,генетики
"1,75","1,25",1,Чернівецька,2008,генетики
5,5,0,Чернігівська,2008,генетики
"9,5","9,5",0,м.Київ,2008,генетики
"2,5","2,5",0,м.Севастополь,2008,генетики
"19,75",18,4,Автономна pеспубліка Крим,2008,лікарі-імунологи
"10,25","8,75","4,25",Вінницька,2008,лікарі-імунологи
"5,5",4,"1,5",Волинська,2008,лікарі-імунологи
"29,75","20,5","5,25",Дніпропетровська,2008,лікарі-імунологи
"25,75","20,5","1,25",Донецька,2008,лікарі-імунологи
"8,75",6,"2,25",Житомирська,2008,лікарі-імунологи
"7,25","6,25",1,Закарпатська,2008,лікарі-імунологи
"8,75","8,25","0,25",Запорізька,2008,лікарі-імунологи
"9,75",6,"0,25",Івано-Франківська,2008,лікарі-імунологи
"6,75","5,25","2,5",Київська,2008,лікарі-імунологи
"1,5",1,0,Кіровоградська,2008,лікарі-імунологи
"8,25",7,0,Луганська,2008,лікарі-імунологи
"11,5","9,25","1,25",Львівська,2008,лікарі-імунологи
3,2,0,Миколаївська,2008,лікарі-імунологи
"9,25",6,"1,5",Одеська,2008,лікарі-імунологи
8,5,"1,5",Полтавська,2008,лікарі-імунологи
"3,5","2,5",0,Рівненська,2008,лікарі-імунологи
"8,25",4,"1,75",Сумська,2008,лікарі-імунологи
"3,25","2,5",0,Тернопільська,2008,лікарі-імунологи
"17,25","11,75","1,75",Харківська,2008,лікарі-імунологи
2,"1,25",0,Херсонська,2008,лікарі-імунологи
"4,5",2,0,Хмельницька,2008,лікарі-імунологи
"6,75","6,75","2,75",Черкаська,2008,лікарі-імунологи
5,"2,75",0,Чернівецька,2008,лікарі-імунологи
"2,25",2,"0,75",Чернігівська,2008,лікарі-імунологи
"33,75","24,25",0,м.Київ,2008,лікарі-імунологи
3,2,0,м.Севастополь,2008,лікарі-імунологи
"11,75","11,5","2,5",Автономна pеспубліка Крим,2008,в т.ч. лікарі-імунологи дитячі
"7,25","6,25","2,25",Вінницька,2008,в т.ч. лікарі-імунологи дитячі
"4,5",4,"1,5",Волинська,2008,в т.ч. лікарі-імунологи дитячі
"15,5","15,25","3,5",Дніпропетровська,2008,в т.ч. лікарі-імунологи дитячі
13,13,"0,5",Донецька,2008,в т.ч. лікарі-імунологи дитячі
6,4,"1,5",Житомирська,2008,в т.ч. лікарі-імунологи дитячі
"4,25","3,25",0,Закарпатська,2008,в т.ч. лікарі-імунологи дитячі
6,6,"0,25",Запорізька,2008,в т.ч. лікарі-імунологи дитячі
2,"1,5",0,Івано-Франківська,2008,в т.ч. лікарі-імунологи дитячі
"5,75","4,25","1,5",Київська,2008,в т.ч. лікарі-імунологи дитячі
"0,5","0,5",0,Кіровоградська,2008,в т.ч. лікарі-імунологи дитячі
7,"6,75",0,Луганська,2008,в т.ч. лікарі-імунологи дитячі
"5,75","4,5",0,Львівська,2008,в т.ч. лікарі-імунологи дитячі
1,1,0,Миколаївська,2008,в т.ч. лікарі-імунологи дитячі
7,"5,5","1,5",Одеська,2008,в т.ч. лікарі-імунологи дитячі
3,3,"0,5",Полтавська,2008,в т.ч. лікарі-імунологи дитячі
"1,5","1,5",0,Рівненська,2008,в т.ч. лікарі-імунологи дитячі
"3,5","3,25","0,75",Сумська,2008,в т.ч. лікарі-імунологи дитячі
"2,25",2,0,Тернопільська,2008,в т.ч. лікарі-імунологи дитячі
"8,75","5,5","1,25",Харківська,2008,в т.ч. лікарі-імунологи дитячі
"1,25","1,25",0,Херсонська,2008,в т.ч. лікарі-імунологи дитячі
"2,25","1,75",0,Хмельницька,2008,в т.ч. лікарі-імунологи дитячі
6,6,"2,5",Черкаська,2008,в т.ч. лікарі-імунологи дитячі
"1,75","1,5",0,Чернівецька,2008,в т.ч. лікарі-імунологи дитячі
"0,5","0,25",0,Чернігівська,2008,в т.ч. лікарі-імунологи дитячі
"18,75","18,75",0,м.Київ,2008,в т.ч. лікарі-імунологи дитячі
2,2,0,м.Севастополь,2008,в т.ч. лікарі-імунологи дитячі
114,"51,75","20,75",Автономна pеспубліка Крим,2008,ультразвукової діагностики
"65,5","28,75",26,Вінницька,2008,ультразвукової діагностики
"58,75","32,75","21,25",Волинська,2008,ультразвукової діагностики
"184,75","65,25","23,5",Дніпропетровська,2008,ультразвукової діагностики
235,"159,5","16,25",Донецька,2008,ультразвукової діагностики
"88,25","65,75","27,75",Житомирська,2008,ультразвукової діагностики
"61,75","29,5",11,Закарпатська,2008,ультразвукової діагностики
"89,25",39,"13,25",Запорізька,2008,ультразвукової діагностики
115,"51,25","37,5",Івано-Франківська,2008,ультразвукової діагностики
"113,25","63,5","45,5",Київська,2008,ультразвукової діагностики
54,28,18,Кіровоградська,2008,ультразвукової діагностики
"91,25",55,11,Луганська,2008,ультразвукової діагностики
"143,5","81,25","32,25",Львівська,2008,ультразвукової діагностики
"61,25","25,75","15,5",Миколаївська,2008,ультразвукової діагностики
"154,5","87,25","20,75",Одеська,2008,ультразвукової діагностики
85,"29,75","25,25",Полтавська,2008,ультразвукової діагностики
"84,25",49,"22,75",Рівненська,2008,ультразвукової діагностики
"65,25","39,5",28,Сумська,2008,ультразвукової діагностики
"60,25","37,25","23,75",Тернопільська,2008,ультразвукової діагностики
154,60,26,Харківська,2008,ультразвукової діагностики
66,"42,75","17,5",Херсонська,2008,ультразвукової діагностики
"69,75","37,5",31,Хмельницька,2008,ультразвукової діагностики
"70,75","28,75","25,25",Черкаська,2008,ультразвукової діагностики
"62,75","31,75","14,5",Чернівецька,2008,ультразвукової діагностики
"61,5","27,25","16,25",Чернігівська,2008,ультразвукової діагностики
"277,5","169,25",0,м.Київ,2008,ультразвукової діагностики
37,"15,5",0,м.Севастополь,2008,ультразвукової діагностики
"193,5",63,"33,75",Автономна pеспубліка Крим,2008,рентгенологи
"149,75","34,75","59,25",Вінницька,2008,рентгенологи
"70,25",21,25,Волинська,2008,рентгенологи
"349,25","57,5",43,Дніпропетровська,2008,рентгенологи
"467,25","168,75",44,Донецька,2008,рентгенологи
96,43,"32,75",Житомирська,2008,рентгенологи
"109,25","37,25","21,75",Закарпатська,2008,рентгенологи
"208,75","56,75","41,25",Запорізька,2008,рентгенологи
"120,25","41,25",41,Івано-Франківська,2008,рентгенологи
"151,25","50,75","67,25",Київська,2008,рентгенологи
"100,5","42,75","35,75",Кіровоградська,2008,рентгенологи
262,"110,25",35,Луганська,2008,рентгенологи
"234,25","119,75","49,25",Львівська,2008,рентгенологи
"90,75","25,5","24,5",Миколаївська,2008,рентгенологи
"214,5",109,56,Одеська,2008,рентгенологи
"140,75","50,5","43,5",Полтавська,2008,рентгенологи
"88,5",29,"25,25",Рівненська,2008,рентгенологи
"90,75","39,25","46,75",Сумська,2008,рентгенологи
"87,25","36,75",37,Тернопільська,2008,рентгенологи
"307,25","107,25","59,25",Харківська,2008,рентгенологи
"84,5","37,25","29,5",Херсонська,2008,рентгенологи
"111,25","44,75","47,25",Хмельницька,2008,рентгенологи
"107,25","28,25","44,25",Черкаська,2008,рентгенологи
"78,75","30,25","24,5",Чернівецька,2008,рентгенологи
"90,75","21,25","34,5",Чернігівська,2008,рентгенологи
"369,5","179,5",0,м.Київ,2008,рентгенологи
"56,25","18,25",0,м.Севастополь,2008,рентгенологи
84,0,"22,5",Автономна pеспубліка Крим,2008,лікарі приймального відділення
"73,25",0,"32,25",Вінницька,2008,лікарі приймального відділення
36,0,"14,5",Волинська,2008,лікарі приймального відділення
163,0,"35,25",Дніпропетровська,2008,лікарі приймального відділення
"104,75",0,"10,5",Донецька,2008,лікарі приймального відділення
"43,5",0,20,Житомирська,2008,лікарі приймального відділення
51,0,"14,25",Закарпатська,2008,лікарі приймального відділення
86,0,"18,75",Запорізька,2008,лікарі приймального відділення
72,0,"22,25",Івано-Франківська,2008,лікарі приймального відділення
"82,75",0,44,Київська,2008,лікарі приймального відділення
"36,5",0,"14,5",Кіровоградська,2008,лікарі приймального відділення
"156,25",0,"19,5",Луганська,2008,лікарі приймального відділення
"89,25",0,"29,5",Львівська,2008,лікарі приймального відділення
"58,5",0,"13,25",Миколаївська,2008,лікарі приймального відділення
"98,5",0,"15,25",Одеська,2008,лікарі приймального відділення
"47,25",0,"17,25",Полтавська,2008,лікарі приймального відділення
"58,75",0,"27,75",Рівненська,2008,лікарі приймального відділення
"39,75",0,17,Сумська,2008,лікарі приймального відділення
"46,75",0,"15,75",Тернопільська,2008,лікарі приймального відділення
"111,5",0,"17,75",Харківська,2008,лікарі приймального відділення
69,0,"21,75",Херсонська,2008,лікарі приймального відділення
"66,25",0,"31,5",Хмельницька,2008,лікарі приймального відділення
"38,75",0,"25,75",Черкаська,2008,лікарі приймального відділення
"33,25",0,"7,75",Чернівецька,2008,лікарі приймального відділення
33,0,"4,5",Чернігівська,2008,лікарі приймального відділення
"83,25",0,0,м.Київ,2008,лікарі приймального відділення
0,0,0,м.Севастополь,2008,лікарі приймального відділення
2,2,0,Автономна pеспубліка Крим,2008,загальні
0,0,0,Вінницька,2008,загальні
0,0,0,Волинська,2008,загальні
34,33,0,Дніпропетровська,2008,загальні
0,0,0,Донецька,2008,загальні
"26,75","26,75",0,Житомирська,2008,загальні
0,0,0,Закарпатська,2008,загальні
0,0,0,Запорізька,2008,загальні
0,0,0,Івано-Франківська,2008,загальні
"4,25","1,5",0,Київська,2008,загальні
"2,5","2,5",0,Кіровоградська,2008,загальні
"10,5","10,5",0,Луганська,2008,загальні
15,"13,5",0,Львівська,2008,загальні
"15,75","15,75",0,Миколаївська,2008,загальні
4,4,0,Одеська,2008,загальні
2,2,0,Полтавська,2008,загальні
"11,25","9,75",0,Рівненська,2008,загальні
"6,5","6,5",0,Сумська,2008,загальні
0,0,0,Тернопільська,2008,загальні
0,0,0,Харківська,2008,загальні
"4,75","4,75",0,Херсонська,2008,загальні
"5,75","4,75",0,Хмельницька,2008,загальні
0,0,0,Черкаська,2008,загальні
1,1,0,Чернівецька,2008,загальні
"1,75","1,75",0,Чернігівська,2008,загальні
0,0,0,м.Київ,2008,загальні
0,0,0,м.Севастополь,2008,загальні
4,1,"3,5",Автономна pеспубліка Крим,2008,санологи
0,0,0,Вінницька,2008,санологи
"2,25","0,5",2,Волинська,2008,санологи
"1,25","0,75",0,Дніпропетровська,2008,санологи
"1,75",1,"0,5",Донецька,2008,санологи
1,1,1,Житомирська,2008,санологи
1,1,1,Закарпатська,2008,санологи
0,0,0,Запорізька,2008,санологи
"2,5",1,"1,5",Івано-Франківська,2008,санологи
0,0,0,Київська,2008,санологи
"0,5","0,5","0,5",Кіровоградська,2008,санологи
"1,5",1,"0,5",Луганська,2008,санологи
"0,25",0,0,Львівська,2008,санологи
0,0,0,Миколаївська,2008,санологи
"1,5",1,1,Одеська,2008,санологи
0,0,0,Полтавська,2008,санологи
0,0,0,Рівненська,2008,санологи
1,1,0,Сумська,2008,санологи
0,0,0,Тернопільська,2008,санологи
0,0,0,Харківська,2008,санологи
"0,25","0,25",0,Херсонська,2008,санологи
0,0,0,Хмельницька,2008,санологи
0,0,0,Черкаська,2008,санологи
0,0,0,Чернівецька,2008,санологи
0,0,0,Чернігівська,2008,санологи
5,5,0,м.Київ,2008,санологи
0,0,0,м.Севастополь,2008,санологи
"13,75","9,5",0,Автономна pеспубліка Крим,2008,судово-психіатричні експерти
"3,5",0,0,Вінницька,2008,судово-психіатричні експерти
"1,75",0,0,Волинська,2008,судово-психіатричні експерти
"7,5",0,0,Дніпропетровська,2008,судово-психіатричні експерти
"16,25",0,0,Донецька,2008,судово-психіатричні експерти
"2,5",0,0,Житомирська,2008,судово-психіатричні експерти
"0,5","0,5",0,Закарпатська,2008,судово-психіатричні експерти
"3,5","3,5",0,Запорізька,2008,судово-психіатричні експерти
"2,5","2,5",0,Івано-Франківська,2008,судово-психіатричні експерти
5,5,0,Київська,2008,судово-психіатричні експерти
"2,5","2,5",0,Кіровоградська,2008,судово-психіатричні експерти
7,4,0,Луганська,2008,судово-психіатричні експерти
"7,25",0,0,Львівська,2008,судово-психіатричні експерти
"4,25","4,25",0,Миколаївська,2008,судово-психіатричні експерти
6,0,0,Одеська,2008,судово-психіатричні експерти
"5,25",0,0,Полтавська,2008,судово-психіатричні експерти
"1,5","1,5",0,Рівненська,2008,судово-психіатричні експерти
"4,5","3,5",0,Сумська,2008,судово-психіатричні експерти
"2,25","2,25",0,Тернопільська,2008,судово-психіатричні експерти
"11,75",0,0,Харківська,2008,судово-психіатричні експерти
4,0,0,Херсонська,2008,судово-психіатричні експерти
"3,25",0,0,Хмельницька,2008,судово-психіатричні експерти
"2,75",0,0,Черкаська,2008,судово-психіатричні експерти
"2,5","2,5",0,Чернівецька,2008,судово-психіатричні експерти
"3,25",0,0,Чернігівська,2008,судово-психіатричні експерти
18,10,0,м.Київ,2008,судово-психіатричні експерти
2,"1,5",0,м.Севастополь,2008,судово-психіатричні експерти
"41,25","7,75","4,75",Автономна pеспубліка Крим,2008,статистики
53,"9,5","28,5",Вінницька,2008,статистики
"27,25","8,5","15,25",Волинська,2008,статистики
"112,5",17,19,Дніпропетровська,2008,статистики
"127,75","30,25",12,Донецька,2008,статистики
32,"19,5","9,5",Житомирська,2008,статистики
"19,25",4,2,Закарпатська,2008,статистики
"49,75",11,"15,5",Запорізька,2008,статистики
"32,5",7,16,Івано-Франківська,2008,статистики
"34,5","5,5","17,25",Київська,2008,статистики
26,"9,75","13,5",Кіровоградська,2008,статистики
"58,25","16,25","13,75",Луганська,2008,статистики
46,"20,5","12,5",Львівська,2008,статистики
"28,25","7,25",8,Миколаївська,2008,статистики
"61,75","26,5","16,75",Одеська,2008,статистики
"42,5",6,"19,25",Полтавська,2008,статистики
"25,25",6,"13,25",Рівненська,2008,статистики
"27,75","6,75","9,25",Сумська,2008,статистики
"33,75","8,5","17,75",Тернопільська,2008,статистики
"82,75","31,25","19,75",Харківська,2008,статистики
"17,5",7,"6,25",Херсонська,2008,статистики
"32,25","3,5","18,75",Хмельницька,2008,статистики
"29,5",7,18,Черкаська,2008,статистики
"20,5","7,5","8,5",Чернівецька,2008,статистики
33,5,"15,25",Чернігівська,2008,статистики
"99,25","60,25",0,м.Київ,2008,статистики
"21,5","8,5",0,м.Севастополь,2008,статистики
"57,75","18,75","13,5",Автономна pеспубліка Крим,2008,методисти
"46,75","6,25","23,75",Вінницька,2008,методисти
"15,5","7,75","6,5",Волинська,2008,методисти
"45,25","5,5",7,Дніпропетровська,2008,методисти
"44,5","8,25","10,75",Донецька,2008,методисти
"41,5","22,75","12,75",Житомирська,2008,методисти
"28,75","2,5",5,Закарпатська,2008,методисти
"25,75","7,25","2,5",Запорізька,2008,методисти
"24,75",6,"12,5",Івано-Франківська,2008,методисти
29,"5,75","14,75",Київська,2008,методисти
"21,75","10,25","6,5",Кіровоградська,2008,методисти
"20,5","6,75","6,5",Луганська,2008,методисти
25,"6,25","7,25",Львівська,2008,методисти
19,"4,25","6,75",Миколаївська,2008,методисти
"33,5","15,5","4,75",Одеська,2008,методисти
"26,5","6,25",11,Полтавська,2008,методисти
"18,75","2,75",7,Рівненська,2008,методисти
"23,75","6,5","9,25",Сумська,2008,методисти
"19,5",6,"9,25",Тернопільська,2008,методисти
33,"7,75",8,Харківська,2008,методисти
14,"3,25",6,Херсонська,2008,методисти
"19,75","1,75",10,Хмельницька,2008,методисти
23,"7,5","12,5",Черкаська,2008,методисти
"14,75","6,25","4,25",Чернівецька,2008,методисти
"6,5","1,5",1,Чернігівська,2008,методисти
"62,5","23,75",0,м.Київ,2008,методисти
"6,5",0,0,м.Севастополь,2008,методисти
352,73,40,Автономна pеспубліка Крим,2008,інтерни
261,55,109,Вінницька,2008,інтерни
132,19,38,Волинська,2008,інтерни
452,70,31,Дніпропетровська,2008,інтерни
"589,5",93,41,Донецька,2008,інтерни
204,85,90,Житомирська,2008,інтерни
123,31,32,Закарпатська,2008,інтерни
314,57,25,Запорізька,2008,інтерни
214,32,122,Івано-Франківська,2008,інтерни
345,"137,5",199,Київська,2008,інтерни
142,28,1,Кіровоградська,2008,інтерни
313,139,88,Луганська,2008,інтерни
331,107,110,Львівська,2008,інтерни
115,20,4,Миколаївська,2008,інтерни
333,63,118,Одеська,2008,інтерни
202,72,57,Полтавська,2008,інтерни
209,31,104,Рівненська,2008,інтерни
187,57,76,Сумська,2008,інтерни
164,20,95,Тернопільська,2008,інтерни
464,"118,5",97,Харківська,2008,інтерни
111,53,46,Херсонська,2008,інтерни
187,23,126,Хмельницька,2008,інтерни
138,38,86,Черкаська,2008,інтерни
160,22,83,Чернівецька,2008,інтерни
183,75,86,Чернігівська,2008,інтерни
"311,5","173,75",0,м.Київ,2008,інтерни
64,5,0,м.Севастополь,2008,інтерни
0,0,0,Автономна pеспубліка Крим,2008,інші
4,2,2,Вінницька,2008,інші
0,0,0,Волинська,2008,інші
"15,5","14,5","10,5",Дніпропетровська,2008,інші
7,1,0,Донецька,2008,інші
0,0,0,Житомирська,2008,інші
"2,75","0,5","0,75",Закарпатська,2008,інші
1,1,0,Запорізька,2008,інші
8,"3,5",5,Івано-Франківська,2008,інші
0,0,0,Київська,2008,інші
0,0,0,Кіровоградська,2008,інші
0,0,0,Луганська,2008,інші
"3,25",0,0,Львівська,2008,інші
0,0,0,Миколаївська,2008,інші
"6,5",0,0,Одеська,2008,інші
0,0,0,Полтавська,2008,інші
"8,25",2,"0,25",Рівненська,2008,інші
3,1,0,Сумська,2008,інші
0,0,0,Тернопільська,2008,інші
0,0,0,Харківська,2008,інші
0,0,0,Херсонська,2008,інші
"18,5",4,"6,5",Хмельницька,2008,інші
0,0,0,Черкаська,2008,інші
"55,25","39,75","20,5",Чернівецька,2008,інші
"0,5","0,5",0,Чернігівська,2008,інші
0,0,0,м.Київ,2008,інші
2,1,0,м.Севастополь,2008,інші
0,0,0,Автономна pеспубліка Крим,2021,Всього посад лікарів (без зубних): в т.ч.
5418,0,1170.25,Вінницька,2021,Всього посад лікарів (без зубних): в т.ч.
3591.75,0,887.5,Волинська,2021,Всього посад лікарів (без зубних): в т.ч.
11221,0,272,Дніпропетровська,2021,Всього посад лікарів (без зубних): в т.ч.
5808,0,842.5,Донецька,2021,Всього посад лікарів (без зубних): в т.ч.
4215.75,0,484,Житомирська,2021,Всього посад лікарів (без зубних): в т.ч.
3581.9,0,233.15,Закарпатська,2021,Всього посад лікарів (без зубних): в т.ч.
6510.25,0,679.5,Запорізька,2021,Всього посад лікарів (без зубних): в т.ч.
5408.5,0,902.5,Івано-Франківська,2021,Всього посад лікарів (без зубних): в т.ч.
5730.75,0,1435.5,Київська,2021,Всього посад лікарів (без зубних): в т.ч.
3079,0,294,Кіровоградська,2021,Всього посад лікарів (без зубних): в т.ч.
2032,0,485,Луганська,2021,Всього посад лікарів (без зубних): в т.ч.
10388.25,0,884.5,Львівська,2021,Всього посад лікарів (без зубних): в т.ч.
3425,0,507.75,Миколаївська,2021,Всього посад лікарів (без зубних): в т.ч.
7748.5,0,924,Одеська,2021,Всього посад лікарів (без зубних): в т.ч.
5256,0,1229.25,Полтавська,2021,Всього посад лікарів (без зубних): в т.ч.
4114.25,0,221.75,Рівненська,2021,Всього посад лікарів (без зубних): в т.ч.
3824.5,0,608,Сумська,2021,Всього посад лікарів (без зубних): в т.ч.
4018.25,0,194.75,Тернопільська,2021,Всього посад лікарів (без зубних): в т.ч.
9385.5,0,775.75,Харківська,2021,Всього посад лікарів (без зубних): в т.ч.
3133.75,0,483,Херсонська,2021,Всього посад лікарів (без зубних): в т.ч.
4591.5,0,189.75,Хмельницька,2021,Всього посад лікарів (без зубних): в т.ч.
4071.25,0,1177,Черкаська,2021,Всього посад лікарів (без зубних): в т.ч.
3727.8,0,843.5,Чернівецька,2021,Всього посад лікарів (без зубних): в т.ч.
3596,0,551,Чернігівська,2021,Всього посад лікарів (без зубних): в т.ч.
12469.75,0,0,м.Київ,2021,Всього посад лікарів (без зубних): в т.ч.
0,0,0,м.Севастополь,2021,Всього посад лікарів (без зубних): в т.ч.
0,0,0,Автономна pеспубліка Крим,2021,"А. В закладах, які складають звіт по ф.20"
4973.25,2216.75,1151.75,Вінницька,2021,"А. В закладах, які складають звіт по ф.20"
3270.5,1485.25,863.75,Волинська,2021,"А. В закладах, які складають звіт по ф.20"
10174.25,4401.5,249.75,Дніпропетровська,2021,"А. В закладах, які складають звіт по ф.20"
5197.75,2522.5,819.75,Донецька,2021,"А. В закладах, які складають звіт по ф.20"
3921.25,2045.25,472.75,Житомирська,2021,"А. В закладах, які складають звіт по ф.20"
3289.65,1661.5,219.4,Закарпатська,2021,"А. В закладах, які складають звіт по ф.20"
5917.25,2659,672.5,Запорізька,2021,"А. В закладах, які складають звіт по ф.20"
5010,2333.75,895.5,Івано-Франківська,2021,"А. В закладах, які складають звіт по ф.20"
5238.5,2621.5,1349.75,Київська,2021,"А. В закладах, які складають звіт по ф.20"
2907.5,1449.25,287.5,Кіровоградська,2021,"А. В закладах, які складають звіт по ф.20"
1854.5,953.5,478.75,Луганська,2021,"А. В закладах, які складають звіт по ф.20"
9570.5,4790.25,852,Львівська,2021,"А. В закладах, які складають звіт по ф.20"
3186,1501,497.25,Миколаївська,2021,"А. В закладах, які складають звіт по ф.20"
7042,3593,887.75,Одеська,2021,"А. В закладах, які складають звіт по ф.20"
4827.5,2363.5,1198.25,Полтавська,2021,"А. В закладах, які складають звіт по ф.20"
3742.25,1881,216.75,Рівненська,2021,"А. В закладах, які складають звіт по ф.20"
3447.75,1673.5,577.25,Сумська,2021,"А. В закладах, які складають звіт по ф.20"
3661.5,1837.5,173,Тернопільська,2021,"А. В закладах, які складають звіт по ф.20"
8385.75,4221.5,727.25,Харківська,2021,"А. В закладах, які складають звіт по ф.20"
2918,1359,451.5,Херсонська,2021,"А. В закладах, які складають звіт по ф.20"
4257.25,2139.75,185,Хмельницька,2021,"А. В закладах, які складають звіт по ф.20"
3851.25,1783.25,1152.5,Черкаська,2021,"А. В закладах, які складають звіт по ф.20"
3429.8,1630.65,832.25,Чернівецька,2021,"А. В закладах, які складають звіт по ф.20"
3308.25,1580.5,545.75,Чернігівська,2021,"А. В закладах, які складають звіт по ф.20"
11430.5,5602.25,0,м.Київ,2021,"А. В закладах, які складають звіт по ф.20"
0,0,0,м.Севастополь,2021,"А. В закладах, які складають звіт по ф.20"
0,0,0,Автономна pеспубліка Крим,2021,з них:керівники закладів та їх заступники-лікарі
216,99.75,35,Вінницька,2021,з них:керівники закладів та їх заступники-лікарі
142,48,40,Волинська,2021,з них:керівники закладів та їх заступники-лікарі
415.25,166.5,15,Дніпропетровська,2021,з них:керівники закладів та їх заступники-лікарі
258.25,129.75,34,Донецька,2021,з них:керівники закладів та їх заступники-лікарі
187,94.5,20,Житомирська,2021,з них:керівники закладів та їх заступники-лікарі
