nregion_hospital,nrural,ndoctors,region,year,category
131,128,"351,5",Автономна pеспубліка Крим,2008,Самостійні амбулаторії та поліклін.
184,182,"302,75",Вінницька,2008,Самостійні амбулаторії та поліклін.
84,78,"162,75",Волинська,2008,Самостійні амбулаторії та поліклін.
169,156,325,Дніпропетровська,2008,Самостійні амбулаторії та поліклін.
139,114,"339,75",Донецька,2008,Самостійні амбулаторії та поліклін.
193,178,304,Житомирська,2008,Самостійні амбулаторії та поліклін.
240,235,"610,5",Закарпатська,2008,Самостійні амбулаторії та поліклін.
119,110,222,Запорізька,2008,Самостійні амбулаторії та поліклін.
127,126,399,Івано-Франківська,2008,Самостійні амбулаторії та поліклін.
198,191,"437,25",Київська,2008,Самостійні амбулаторії та поліклін.
97,90,154,Кіровоградська,2008,Самостійні амбулаторії та поліклін.
92,73,"144,25",Луганська,2008,Самостійні амбулаторії та поліклін.
187,176,"490,25",Львівська,2008,Самостійні амбулаторії та поліклін.
98,96,"151,25",Миколаївська,2008,Самостійні амбулаторії та поліклін.
156,144,348,Одеська,2008,Самостійні амбулаторії та поліклін.
181,180,294,Полтавська,2008,Самостійні амбулаторії та поліклін.
94,91,"174,75",Рівненська,2008,Самостійні амбулаторії та поліклін.
131,125,202,Сумська,2008,Самостійні амбулаторії та поліклін.
144,143,262,Тернопільська,2008,Самостійні амбулаторії та поліклін.
259,229,494,Харківська,2008,Самостійні амбулаторії та поліклін.
88,83,"137,75",Херсонська,2008,Самостійні амбулаторії та поліклін.
120,118,"212,25",Хмельницька,2008,Самостійні амбулаторії та поліклін.
107,106,"192,25",Черкаська,2008,Самостійні амбулаторії та поліклін.
117,117,"260,75",Чернівецька,2008,Самостійні амбулаторії та поліклін.
101,97,"136,5",Чернігівська,2008,Самостійні амбулаторії та поліклін.
0,0,0,м.Київ,2008,Самостійні амбулаторії та поліклін.
0,0,0,м.Севастополь,2008,Самостійні амбулаторії та поліклін.
0,0,0,Автономна pеспубліка Крим,2008,Диспансери
0,0,0,Вінницька,2008,Диспансери
0,0,0,Волинська,2008,Диспансери
0,0,0,Дніпропетровська,2008,Диспансери
4,0,"27,25",Донецька,2008,Диспансери
0,0,0,Житомирська,2008,Диспансери
0,0,0,Закарпатська,2008,Диспансери
0,0,0,Запорізька,2008,Диспансери
0,0,0,Івано-Франківська,2008,Диспансери
0,0,0,Київська,2008,Диспансери
0,0,0,Кіровоградська,2008,Диспансери
0,0,0,Луганська,2008,Диспансери
0,0,0,Львівська,2008,Диспансери
0,0,0,Миколаївська,2008,Диспансери
0,0,0,Одеська,2008,Диспансери
1,0,"7,75",Полтавська,2008,Диспансери
0,0,0,Рівненська,2008,Диспансери
0,0,0,Сумська,2008,Диспансери
0,0,0,Тернопільська,2008,Диспансери
3,0,"24,5",Харківська,2008,Диспансери
0,0,0,Херсонська,2008,Диспансери
0,0,0,Хмельницька,2008,Диспансери
0,0,0,Черкаська,2008,Диспансери
0,0,0,Чернівецька,2008,Диспансери
0,0,0,Чернігівська,2008,Диспансери
0,0,0,м.Київ,2008,Диспансери
0,0,0,м.Севастополь,2008,Диспансери
0,0,0,Автономна pеспубліка Крим,2008,Самостійні стоматологічні полікл.
6,0,"69,75",Вінницька,2008,Самостійні стоматологічні полікл.
3,0,"42,5",Волинська,2008,Самостійні стоматологічні полікл.
1,0,18,Дніпропетровська,2008,Самостійні стоматологічні полікл.
4,0,"90,5",Донецька,2008,Самостійні стоматологічні полікл.
9,1,"63,75",Житомирська,2008,Самостійні стоматологічні полікл.
3,0,"66,5",Закарпатська,2008,Самостійні стоматологічні полікл.
2,0,"16,75",Запорізька,2008,Самостійні стоматологічні полікл.
3,0,"96,5",Івано-Франківська,2008,Самостійні стоматологічні полікл.
5,0,"79,75",Київська,2008,Самостійні стоматологічні полікл.
1,0,10,Кіровоградська,2008,Самостійні стоматологічні полікл.
1,0,8,Луганська,2008,Самостійні стоматологічні полікл.
5,0,76,Львівська,2008,Самостійні стоматологічні полікл.
1,0,15,Миколаївська,2008,Самостійні стоматологічні полікл.
1,0,"9,5",Одеська,2008,Самостійні стоматологічні полікл.
1,0,27,Полтавська,2008,Самостійні стоматологічні полікл.
10,0,"84,25",Рівненська,2008,Самостійні стоматологічні полікл.
4,0,"93,25",Сумська,2008,Самостійні стоматологічні полікл.
6,0,"66,75",Тернопільська,2008,Самостійні стоматологічні полікл.
2,0,"28,5",Харківська,2008,Самостійні стоматологічні полікл.
1,0,"11,5",Херсонська,2008,Самостійні стоматологічні полікл.
3,0,37,Хмельницька,2008,Самостійні стоматологічні полікл.
0,0,0,Черкаська,2008,Самостійні стоматологічні полікл.
0,0,0,Чернівецька,2008,Самостійні стоматологічні полікл.
0,0,0,Чернігівська,2008,Самостійні стоматологічні полікл.
0,0,0,м.Київ,2008,Самостійні стоматологічні полікл.
0,0,0,м.Севастополь,2008,Самостійні стоматологічні полікл.
21,0,113,Автономна pеспубліка Крим,2008,Станції та від.швид.медич.допомоги
43,3,"153,5",Вінницька,2008,Станції та від.швид.медич.допомоги
25,1,37,Волинська,2008,Станції та від.швид.медич.допомоги
35,7,"39,25",Дніпропетровська,2008,Станції та від.швид.медич.допомоги
22,1,"155,5",Донецька,2008,Станції та від.швид.медич.допомоги
23,1,"37,25",Житомирська,2008,Станції та від.швид.медич.допомоги
58,32,"109,5",Закарпатська,2008,Станції та від.швид.медич.допомоги
44,25,41,Запорізька,2008,Станції та від.швид.медич.допомоги
38,0,"100,75",Івано-Франківська,2008,Станції та від.швид.медич.допомоги
43,15,"156,75",Київська,2008,Станції та від.швид.медич.допомоги
60,29,"27,25",Кіровоградська,2008,Станції та від.швид.медич.допомоги
30,1,42,Луганська,2008,Станції та від.швид.медич.допомоги
52,3,"63,75",Львівська,2008,Станції та від.швид.медич.допомоги
21,1,"33,25",Миколаївська,2008,Станції та від.швид.медич.допомоги
44,10,"7,5",Одеська,2008,Станції та від.швид.медич.допомоги
35,5,"68,75",Полтавська,2008,Станції та від.швид.медич.допомоги
36,15,"89,75",Рівненська,2008,Станції та від.швид.медич.допомоги
16,0,"47,25",Сумська,2008,Станції та від.швид.медич.допомоги
21,0,"108,5",Тернопільська,2008,Станції та від.швид.медич.допомоги
37,0,"105,25",Харківська,2008,Станції та від.швид.медич.допомоги
18,0,"22,75",Херсонська,2008,Станції та від.швид.медич.допомоги
40,8,"60,25",Хмельницька,2008,Станції та від.швид.медич.допомоги
33,10,"43,25",Черкаська,2008,Станції та від.швид.медич.допомоги
23,6,53,Чернівецька,2008,Станції та від.швид.медич.допомоги
40,3,"37,5",Чернігівська,2008,Станції та від.швид.медич.допомоги
0,0,0,м.Київ,2008,Станції та від.швид.медич.допомоги
0,0,0,м.Севастополь,2008,Станції та від.швид.медич.допомоги
13,0,"23,75",Автономна pеспубліка Крим,2008,Станції та відділ.перелив.крові
28,0,"25,75",Вінницька,2008,Станції та відділ.перелив.крові
7,0,"9,5",Волинська,2008,Станції та відділ.перелив.крові
10,0,"12,75",Дніпропетровська,2008,Станції та відділ.перелив.крові
10,0,"20,75",Донецька,2008,Станції та відділ.перелив.крові
19,0,"8,5",Житомирська,2008,Станції та відділ.перелив.крові
12,0,18,Закарпатська,2008,Станції та відділ.перелив.крові
12,0,"11,75",Запорізька,2008,Станції та відділ.перелив.крові
18,0,"12,25",Івано-Франківська,2008,Станції та відділ.перелив.крові
21,0,"13,75",Київська,2008,Станції та відділ.перелив.крові
21,1,"12,25",Кіровоградська,2008,Станції та відділ.перелив.крові
11,0,"15,75",Луганська,2008,Станції та відділ.перелив.крові
21,0,11,Львівська,2008,Станції та відділ.перелив.крові
19,0,3,Миколаївська,2008,Станції та відділ.перелив.крові
7,0,"6,5",Одеська,2008,Станції та відділ.перелив.крові
20,0,"21,25",Полтавська,2008,Станції та відділ.перелив.крові
14,0,"11,75",Рівненська,2008,Станції та відділ.перелив.крові
7,0,"6,25",Сумська,2008,Станції та відділ.перелив.крові
21,0,"13,25",Тернопільська,2008,Станції та відділ.перелив.крові
23,0,"24,5",Харківська,2008,Станції та відділ.перелив.крові
10,0,"4,75",Херсонська,2008,Станції та відділ.перелив.крові
20,0,"27,25",Хмельницька,2008,Станції та відділ.перелив.крові
9,0,"6,75",Черкаська,2008,Станції та відділ.перелив.крові
11,0,"11,25",Чернівецька,2008,Станції та відділ.перелив.крові
14,0,"5,5",Чернігівська,2008,Станції та відділ.перелив.крові
0,0,0,м.Київ,2008,Станції та відділ.перелив.крові
0,0,0,м.Севастополь,2008,Станції та відділ.перелив.крові
14,0,135,Автономна pеспубліка Крим,2008,Санепідстанції
27,0,"200,75",Вінницька,2008,Санепідстанції
14,0,"141,75",Волинська,2008,Санепідстанції
21,0,"168,75",Дніпропетровська,2008,Санепідстанції
17,0,"241,75",Донецька,2008,Санепідстанції
23,1,200,Житомирська,2008,Санепідстанції
14,0,"167,5",Закарпатська,2008,Санепідстанції
18,0,137,Запорізька,2008,Санепідстанції
14,0,"186,25",Івано-Франківська,2008,Санепідстанції
25,1,"345,5",Київська,2008,Санепідстанції
21,0,147,Кіровоградська,2008,Санепідстанції
15,0,"106,5",Луганська,2008,Санепідстанції
20,0,252,Львівська,2008,Санепідстанції
19,0,142,Миколаївська,2008,Санепідстанції
26,0,"132,25",Одеська,2008,Санепідстанції
25,0,207,Полтавська,2008,Санепідстанції
15,0,175,Рівненська,2008,Санепідстанції
21,0,"220,75",Сумська,2008,Санепідстанції
17,0,181,Тернопільська,2008,Санепідстанції
27,0,294,Харківська,2008,Санепідстанції
18,0,107,Херсонська,2008,Санепідстанції
20,0,"135,75",Хмельницька,2008,Санепідстанції
20,2,196,Черкаська,2008,Санепідстанції
11,0,"66,25",Чернівецька,2008,Санепідстанції
22,0,127,Чернігівська,2008,Санепідстанції
0,0,0,м.Київ,2008,Санепідстанції
0,0,0,м.Севастополь,2008,Санепідстанції
0,0,"348,6",Автономна pеспубліка Крим,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"307,75",Вінницька,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"137,75",Волинська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"271,25",Дніпропетровська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"243,5",Донецька,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"237,5",Житомирська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"483,25",Закарпатська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"199,75",Запорізька,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"381,75",Івано-Франківська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,404,Київська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"132,75",Кіровоградська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"101,75",Луганська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"436,25",Львівська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,144,Миколаївська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"308,75",Одеська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"291,5",Полтавська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,175,Рівненська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"184,5",Сумська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,252,Тернопільська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"259,75",Харківська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"126,75",Херсонська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"199,75",Хмельницька,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"211,75",Черкаська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"260,75",Чернівецька,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,"120,5",Чернігівська,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Київ,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Севастополь,2008,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,Автономна pеспубліка Крим,2021,Самостійні амбулаторії та поліклін.
53,17,749.75,Вінницька,2021,Самостійні амбулаторії та поліклін.
23,4,428,Волинська,2021,Самостійні амбулаторії та поліклін.
36,12,488.25,Дніпропетровська,2021,Самостійні амбулаторії та поліклін.
14,12,382.25,Донецька,2021,Самостійні амбулаторії та поліклін.
42,11,444.5,Житомирська,2021,Самостійні амбулаторії та поліклін.
31,15,777.25,Закарпатська,2021,Самостійні амбулаторії та поліклін.
36,13,382.5,Запорізька,2021,Самостійні амбулаторії та поліклін.
34,8,521.75,Івано-Франківська,2021,Самостійні амбулаторії та поліклін.
35,21,765,Київська,2021,Самостійні амбулаторії та поліклін.
25,0,295.75,Кіровоградська,2021,Самостійні амбулаторії та поліклін.
16,2,201.75,Луганська,2021,Самостійні амбулаторії та поліклін.
50,20,1473.25,Львівська,2021,Самостійні амбулаторії та поліклін.
26,1,245,Миколаївська,2021,Самостійні амбулаторії та поліклін.
38,17,556.25,Одеська,2021,Самостійні амбулаторії та поліклін.
32,0,513.25,Полтавська,2021,Самостійні амбулаторії та поліклін.
32,17,500.75,Рівненська,2021,Самостійні амбулаторії та поліклін.
37,18,352.25,Сумська,2021,Самостійні амбулаторії та поліклін.
35,9,533,Тернопільська,2021,Самостійні амбулаторії та поліклін.
39,5,715,Харківська,2021,Самостійні амбулаторії та поліклін.
29,4,321.5,Херсонська,2021,Самостійні амбулаторії та поліклін.
29,4,584.75,Хмельницька,2021,Самостійні амбулаторії та поліклін.
29,11,425.75,Черкаська,2021,Самостійні амбулаторії та поліклін.
57,39,373.25,Чернівецька,2021,Самостійні амбулаторії та поліклін.
31,0,408.75,Чернігівська,2021,Самостійні амбулаторії та поліклін.
0,0,0,м.Київ,2021,Самостійні амбулаторії та поліклін.
0,0,0,м.Севастополь,2021,Самостійні амбулаторії та поліклін.
0,0,0,Автономна pеспубліка Крим,2021,Диспансери
0,0,0,Вінницька,2021,Диспансери
0,0,0,Волинська,2021,Диспансери
0,0,0,Дніпропетровська,2021,Диспансери
0,0,0,Донецька,2021,Диспансери
0,0,0,Житомирська,2021,Диспансери
0,0,0,Закарпатська,2021,Диспансери
0,0,0,Запорізька,2021,Диспансери
0,0,0,Івано-Франківська,2021,Диспансери
0,0,0,Київська,2021,Диспансери
0,0,0,Кіровоградська,2021,Диспансери
0,0,0,Луганська,2021,Диспансери
0,0,0,Львівська,2021,Диспансери
0,0,0,Миколаївська,2021,Диспансери
0,0,0,Одеська,2021,Диспансери
0,0,0,Полтавська,2021,Диспансери
0,0,0,Рівненська,2021,Диспансери
0,0,0,Сумська,2021,Диспансери
0,0,0,Тернопільська,2021,Диспансери
0,0,0,Харківська,2021,Диспансери
0,0,0,Херсонська,2021,Диспансери
0,0,0,Хмельницька,2021,Диспансери
0,0,0,Черкаська,2021,Диспансери
0,0,0,Чернівецька,2021,Диспансери
0,0,0,Чернігівська,2021,Диспансери
0,0,0,м.Київ,2021,Диспансери
0,0,0,м.Севастополь,2021,Диспансери
0,0,0,Автономна pеспубліка Крим,2021,Самостійні стоматологічні полікл.
6,0,45.25,Вінницька,2021,Самостійні стоматологічні полікл.
2,0,17.75,Волинська,2021,Самостійні стоматологічні полікл.
0,0,0,Дніпропетровська,2021,Самостійні стоматологічні полікл.
2,0,24.5,Донецька,2021,Самостійні стоматологічні полікл.
8,1,24,Житомирська,2021,Самостійні стоматологічні полікл.
2,0,0,Закарпатська,2021,Самостійні стоматологічні полікл.
2,0,11.75,Запорізька,2021,Самостійні стоматологічні полікл.
0,0,0,Івано-Франківська,2021,Самостійні стоматологічні полікл.
3,0,54.25,Київська,2021,Самостійні стоматологічні полікл.
1,0,3.75,Кіровоградська,2021,Самостійні стоматологічні полікл.
0,0,0,Луганська,2021,Самостійні стоматологічні полікл.
13,0,297.25,Львівська,2021,Самостійні стоматологічні полікл.
0,0,0,Миколаївська,2021,Самостійні стоматологічні полікл.
0,0,0,Одеська,2021,Самостійні стоматологічні полікл.
3,1,26.75,Полтавська,2021,Самостійні стоматологічні полікл.
5,0,33.5,Рівненська,2021,Самостійні стоматологічні полікл.
3,0,29.75,Сумська,2021,Самостійні стоматологічні полікл.
2,0,8.5,Тернопільська,2021,Самостійні стоматологічні полікл.
1,0,9.25,Харківська,2021,Самостійні стоматологічні полікл.
0,0,0,Херсонська,2021,Самостійні стоматологічні полікл.
0,0,0,Хмельницька,2021,Самостійні стоматологічні полікл.
0,0,0,Черкаська,2021,Самостійні стоматологічні полікл.
0,0,0,Чернівецька,2021,Самостійні стоматологічні полікл.
0,0,0,Чернігівська,2021,Самостійні стоматологічні полікл.
0,0,0,м.Київ,2021,Самостійні стоматологічні полікл.
0,0,0,м.Севастополь,2021,Самостійні стоматологічні полікл.
0,0,0,Автономна pеспубліка Крим,2021,Станції та від.швид.медич.допомоги
0,0,0,Вінницька,2021,Станції та від.швид.медич.допомоги
0,0,0,Волинська,2021,Станції та від.швид.медич.допомоги
0,0,0,Дніпропетровська,2021,Станції та від.швид.медич.допомоги
0,0,0,Донецька,2021,Станції та від.швид.медич.допомоги
41,1,8.25,Житомирська,2021,Станції та від.швид.медич.допомоги
0,0,0,Закарпатська,2021,Станції та від.швид.медич.допомоги
20,0,13.75,Запорізька,2021,Станції та від.швид.медич.допомоги
0,0,0,Івано-Франківська,2021,Станції та від.швид.медич.допомоги
0,0,0,Київська,2021,Станції та від.швид.медич.допомоги
0,0,16,Кіровоградська,2021,Станції та від.швид.медич.допомоги
0,0,0,Луганська,2021,Станції та від.швид.медич.допомоги
0,0,0,Львівська,2021,Станції та від.швид.медич.допомоги
0,0,4.5,Миколаївська,2021,Станції та від.швид.медич.допомоги
0,0,0,Одеська,2021,Станції та від.швид.медич.допомоги
45,5,56.75,Полтавська,2021,Станції та від.швид.медич.допомоги
0,0,0,Рівненська,2021,Станції та від.швид.медич.допомоги
17,0,36.25,Сумська,2021,Станції та від.швид.медич.допомоги
5,0,83.75,Тернопільська,2021,Станції та від.швид.медич.допомоги
16,0,43.25,Харківська,2021,Станції та від.швид.медич.допомоги
8,0,15.5,Херсонська,2021,Станції та від.швид.медич.допомоги
0,0,0,Хмельницька,2021,Станції та від.швид.медич.допомоги
0,0,0,Черкаська,2021,Станції та від.швид.медич.допомоги
0,0,0,Чернівецька,2021,Станції та від.швид.медич.допомоги
43,0,17.75,Чернігівська,2021,Станції та від.швид.медич.допомоги
0,0,0,м.Київ,2021,Станції та від.швид.медич.допомоги
0,0,0,м.Севастополь,2021,Станції та від.швид.медич.допомоги
0,0,0,Автономна pеспубліка Крим,2021,Станції та відділ.перелив.крові
5,0,2.75,Вінницька,2021,Станції та відділ.перелив.крові
5,0,2.25,Волинська,2021,Станції та відділ.перелив.крові
0,0,0,Дніпропетровська,2021,Станції та відділ.перелив.крові
0,0,0,Донецька,2021,Станції та відділ.перелив.крові
13,0,4.25,Житомирська,2021,Станції та відділ.перелив.крові
9,0,10.75,Закарпатська,2021,Станції та відділ.перелив.крові
4,0,4.5,Запорізька,2021,Станції та відділ.перелив.крові
10,0,6.25,Івано-Франківська,2021,Станції та відділ.перелив.крові
4,0,2.75,Київська,2021,Станції та відділ.перелив.крові
17,1,8.25,Кіровоградська,2021,Станції та відділ.перелив.крові
5,0,3.25,Луганська,2021,Станції та відділ.перелив.крові
8,0,9,Львівська,2021,Станції та відділ.перелив.крові
6,0,0.5,Миколаївська,2021,Станції та відділ.перелив.крові
5,0,3.5,Одеська,2021,Станції та відділ.перелив.крові
8,0,1.75,Полтавська,2021,Станції та відділ.перелив.крові
0,0,0,Рівненська,2021,Станції та відділ.перелив.крові
4,0,3,Сумська,2021,Станції та відділ.перелив.крові
18,0,10,Тернопільська,2021,Станції та відділ.перелив.крові
6,0,4.75,Харківська,2021,Станції та відділ.перелив.крові
4,0,0.75,Херсонська,2021,Станції та відділ.перелив.крові
19,1,9.25,Хмельницька,2021,Станції та відділ.перелив.крові
8,0,3.25,Черкаська,2021,Станції та відділ.перелив.крові
10,0,7.5,Чернівецька,2021,Станції та відділ.перелив.крові
10,0,3.5,Чернігівська,2021,Станції та відділ.перелив.крові
0,0,0,м.Київ,2021,Станції та відділ.перелив.крові
0,0,0,м.Севастополь,2021,Станції та відділ.перелив.крові
0,0,0,Автономна pеспубліка Крим,2021,Санепідстанції
0,0,0,Вінницька,2021,Санепідстанції
0,0,0,Волинська,2021,Санепідстанції
0,0,0,Дніпропетровська,2021,Санепідстанції
0,0,0,Донецька,2021,Санепідстанції
0,0,0,Житомирська,2021,Санепідстанції
0,0,0,Закарпатська,2021,Санепідстанції
0,0,0,Запорізька,2021,Санепідстанції
0,0,0,Івано-Франківська,2021,Санепідстанції
0,0,0,Київська,2021,Санепідстанції
0,0,0,Кіровоградська,2021,Санепідстанції
0,0,0,Луганська,2021,Санепідстанції
0,0,0,Львівська,2021,Санепідстанції
0,0,0,Миколаївська,2021,Санепідстанції
0,0,0,Одеська,2021,Санепідстанції
0,0,0,Полтавська,2021,Санепідстанції
0,0,0,Рівненська,2021,Санепідстанції
0,0,0,Сумська,2021,Санепідстанції
0,0,0,Тернопільська,2021,Санепідстанції
0,0,0,Харківська,2021,Санепідстанції
0,0,0,Херсонська,2021,Санепідстанції
0,0,0,Хмельницька,2021,Санепідстанції
0,0,0,Черкаська,2021,Санепідстанції
0,0,0,Чернівецька,2021,Санепідстанції
0,0,0,Чернігівська,2021,Санепідстанції
0,0,0,м.Київ,2021,Санепідстанції
0,0,0,м.Севастополь,2021,Санепідстанції
0,0,0,Автономна pеспубліка Крим,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,259,Вінницька,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,129.25,Волинська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,216.75,Дніпропетровська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,118.5,Донецька,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,181.25,Житомирська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,420.75,Закарпатська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,142,Запорізька,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,343.25,Івано-Франківська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,289.25,Київська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,101.5,Кіровоградська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,44,Луганська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,478.75,Львівська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,90.25,Миколаївська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,323.25,Одеська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,218.75,Полтавська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,249,Рівненська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,129,Сумська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,227,Тернопільська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,145.5,Харківська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,119.25,Херсонська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,214.75,Хмельницька,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,184.25,Черкаська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,239.5,Чернівецька,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,77,Чернігівська,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Київ,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Севастополь,2021,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,Автономна pеспубліка Крим,2017,Самостійні амбулаторії та поліклін.
31,7,"789,25",Вінницька,2017,Самостійні амбулаторії та поліклін.
17,2,483,Волинська,2017,Самостійні амбулаторії та поліклін.
27,2,"690,25",Дніпропетровська,2017,Самостійні амбулаторії та поліклін.
13,12,"346,5",Донецька,2017,Самостійні амбулаторії та поліклін.
32,25,"607,75",Житомирська,2017,Самостійні амбулаторії та поліклін.
75,66,"870,5",Закарпатська,2017,Самостійні амбулаторії та поліклін.
30,1,"496,5",Запорізька,2017,Самостійні амбулаторії та поліклін.
112,103,664,Івано-Франківська,2017,Самостійні амбулаторії та поліклін.
24,0,"962,75",Київська,2017,Самостійні амбулаторії та поліклін.
23,3,"366,25",Кіровоградська,2017,Самостійні амбулаторії та поліклін.
13,0,309,Луганська,2017,Самостійні амбулаторії та поліклін.
206,184,"722,5",Львівська,2017,Самостійні амбулаторії та поліклін.
20,0,"309,5",Миколаївська,2017,Самостійні амбулаторії та поліклін.
28,3,"611,5",Одеська,2017,Самостійні амбулаторії та поліклін.
28,0,"691,75",Полтавська,2017,Самостійні амбулаторії та поліклін.
24,8,"612,25",Рівненська,2017,Самостійні амбулаторії та поліклін.
29,23,"341,25",Сумська,2017,Самостійні амбулаторії та поліклін.
45,24,"636,25",Тернопільська,2017,Самостійні амбулаторії та поліклін.
37,2,"973,75",Харківська,2017,Самостійні амбулаторії та поліклін.
22,0,442,Херсонська,2017,Самостійні амбулаторії та поліклін.
23,3,"691,75",Хмельницька,2017,Самостійні амбулаторії та поліклін.
20,6,471,Черкаська,2017,Самостійні амбулаторії та поліклін.
39,0,485,Чернівецька,2017,Самостійні амбулаторії та поліклін.
25,0,"443,75",Чернігівська,2017,Самостійні амбулаторії та поліклін.
0,0,0,м.Київ,2017,Самостійні амбулаторії та поліклін.
0,0,0,м.Севастополь,2017,Самостійні амбулаторії та поліклін.
0,0,0,Автономна pеспубліка Крим,2017,Диспансери
0,0,0,Вінницька,2017,Диспансери
0,0,0,Волинська,2017,Диспансери
0,0,0,Дніпропетровська,2017,Диспансери
2,0,"9,5",Донецька,2017,Диспансери
0,0,0,Житомирська,2017,Диспансери
0,0,0,Закарпатська,2017,Диспансери
0,0,0,Запорізька,2017,Диспансери
0,0,0,Івано-Франківська,2017,Диспансери
0,0,0,Київська,2017,Диспансери
1,0,2,Кіровоградська,2017,Диспансери
1,0,"3,25",Луганська,2017,Диспансери
0,0,0,Львівська,2017,Диспансери
0,0,0,Миколаївська,2017,Диспансери
0,0,0,Одеська,2017,Диспансери
0,0,0,Полтавська,2017,Диспансери
0,0,0,Рівненська,2017,Диспансери
0,0,0,Сумська,2017,Диспансери
0,0,0,Тернопільська,2017,Диспансери
0,0,0,Харківська,2017,Диспансери
0,0,0,Херсонська,2017,Диспансери
0,0,0,Хмельницька,2017,Диспансери
0,0,0,Черкаська,2017,Диспансери
0,0,0,Чернівецька,2017,Диспансери
0,0,0,Чернігівська,2017,Диспансери
0,0,0,м.Київ,2017,Диспансери
0,0,0,м.Севастополь,2017,Диспансери
0,0,0,Автономна pеспубліка Крим,2017,Самостійні стоматологічні полікл.
6,0,"85,25",Вінницька,2017,Самостійні стоматологічні полікл.
2,0,"26,5",Волинська,2017,Самостійні стоматологічні полікл.
1,0,"12,25",Дніпропетровська,2017,Самостійні стоматологічні полікл.
3,0,"74,25",Донецька,2017,Самостійні стоматологічні полікл.
8,1,"62,25",Житомирська,2017,Самостійні стоматологічні полікл.
2,0,"67,75",Закарпатська,2017,Самостійні стоматологічні полікл.
2,0,22,Запорізька,2017,Самостійні стоматологічні полікл.
3,0,"95,5",Івано-Франківська,2017,Самостійні стоматологічні полікл.
3,0,"85,5",Київська,2017,Самостійні стоматологічні полікл.
1,0,"11,5",Кіровоградська,2017,Самостійні стоматологічні полікл.
1,0,"5,25",Луганська,2017,Самостійні стоматологічні полікл.
5,0,"66,75",Львівська,2017,Самостійні стоматологічні полікл.
0,0,0,Миколаївська,2017,Самостійні стоматологічні полікл.
0,0,0,Одеська,2017,Самостійні стоматологічні полікл.
