total,hospitals,chospitals,maternity_hospitals,clinic,onc_clinic,other,region,year,category
18,14,0,0,3,0,0,Закарпатська,2019,флюорографiчнi вiддiлення (кабiнети)
42,34,0,0,0,1,2,Запорізька,2019,флюорографiчнi вiддiлення (кабiнети)
40,30,0,0,5,0,0,Івано-Франківська,2019,флюорографiчнi вiддiлення (кабiнети)
33,29,0,0,2,0,0,Київська,2019,флюорографiчнi вiддiлення (кабiнети)
25,22,0,0,1,0,0,Кіровоградська,2019,флюорографiчнi вiддiлення (кабiнети)
20,16,0,0,3,0,0,Луганська,2019,флюорографiчнi вiддiлення (кабiнети)
67,54,0,0,9,0,0,Львівська,2019,флюорографiчнi вiддiлення (кабiнети)
34,24,0,0,8,0,0,Миколаївська,2019,флюорографiчнi вiддiлення (кабiнети)
50,40,0,0,7,0,0,Одеська,2019,флюорографiчнi вiддiлення (кабiнети)
33,30,0,0,1,0,0,Полтавська,2019,флюорографiчнi вiддiлення (кабiнети)
30,23,0,1,6,0,0,Рівненська,2019,флюорографiчнi вiддiлення (кабiнети)
26,22,0,0,2,0,0,Сумська,2019,флюорографiчнi вiддiлення (кабiнети)
32,27,0,1,2,0,0,Тернопільська,2019,флюорографiчнi вiддiлення (кабiнети)
46,29,0,0,14,0,1,Харківська,2019,флюорографiчнi вiддiлення (кабiнети)
31,24,0,0,4,0,1,Херсонська,2019,флюорографiчнi вiддiлення (кабiнети)
33,27,0,0,3,0,0,Хмельницька,2019,флюорографiчнi вiддiлення (кабiнети)
26,22,0,0,3,0,0,Черкаська,2019,флюорографiчнi вiддiлення (кабiнети)
25,14,0,0,8,0,1,Чернівецька,2019,флюорографiчнi вiддiлення (кабiнети)
32,30,0,0,0,0,0,Чернігівська,2019,флюорографiчнi вiддiлення (кабiнети)
20,4,0,0,12,0,0,м.Київ,2019,флюорографiчнi вiддiлення (кабiнети)
0,0,0,0,0,0,0,м.Севастополь,2019,флюорографiчнi вiддiлення (кабiнети)
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,радiологiчнi (променевої терапiї)
3,2,0,0,0,1,0,Вінницька,2019,радiологiчнi (променевої терапiї)
1,1,0,0,0,0,0,Волинська,2019,радiологiчнi (променевої терапiї)
4,2,0,0,0,2,0,Дніпропетровська,2019,радiологiчнi (променевої терапiї)
2,1,0,0,0,1,0,Донецька,2019,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Житомирська,2019,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Закарпатська,2019,радiологiчнi (променевої терапiї)
5,3,0,0,0,2,0,Запорізька,2019,радiологiчнi (променевої терапiї)
2,0,0,0,0,2,0,Івано-Франківська,2019,радiологiчнi (променевої терапiї)
2,0,0,0,0,2,0,Київська,2019,радiологiчнi (променевої терапiї)
2,0,0,0,0,2,0,Кіровоградська,2019,радiологiчнi (променевої терапiї)
0,0,0,0,0,0,0,Луганська,2019,радiологiчнi (променевої терапiї)
3,2,0,0,0,1,0,Львівська,2019,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Миколаївська,2019,радiологiчнi (променевої терапiї)
4,3,0,0,0,1,0,Одеська,2019,радiологiчнi (променевої терапiї)
3,1,0,0,0,2,0,Полтавська,2019,радiологiчнi (променевої терапiї)
2,1,0,0,0,1,0,Рівненська,2019,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Сумська,2019,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Тернопільська,2019,радiологiчнi (променевої терапiї)
3,2,0,0,1,0,0,Харківська,2019,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Херсонська,2019,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Хмельницька,2019,радiологiчнi (променевої терапiї)
2,1,0,0,0,1,0,Черкаська,2019,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Чернівецька,2019,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Чернігівська,2019,радiологiчнi (променевої терапiї)
3,2,1,0,0,0,0,м.Київ,2019,радiологiчнi (променевої терапiї)
0,0,0,0,0,0,0,м.Севастополь,2019,радiологiчнi (променевої терапiї)
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,лабораторії радіоізотопної діагност.
1,0,0,0,0,1,0,Вінницька,2019,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Волинська,2019,лабораторії радіоізотопної діагност.
3,2,0,0,0,1,0,Дніпропетровська,2019,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Донецька,2019,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Житомирська,2019,лабораторії радіоізотопної діагност.
1,0,0,0,0,1,0,Закарпатська,2019,лабораторії радіоізотопної діагност.
1,1,0,0,0,0,0,Запорізька,2019,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Івано-Франківська,2019,лабораторії радіоізотопної діагност.
2,1,0,0,0,1,0,Київська,2019,лабораторії радіоізотопної діагност.
2,1,0,0,0,1,0,Кіровоградська,2019,лабораторії радіоізотопної діагност.
1,1,0,0,0,0,0,Луганська,2019,лабораторії радіоізотопної діагност.
3,2,0,0,0,1,0,Львівська,2019,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Миколаївська,2019,лабораторії радіоізотопної діагност.
3,2,0,0,0,1,0,Одеська,2019,лабораторії радіоізотопної діагност.
1,0,0,0,0,1,0,Полтавська,2019,лабораторії радіоізотопної діагност.
1,1,0,0,0,0,0,Рівненська,2019,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Сумська,2019,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Тернопільська,2019,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Харківська,2019,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Херсонська,2019,лабораторії радіоізотопної діагност.
1,0,0,0,0,1,0,Хмельницька,2019,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Черкаська,2019,лабораторії радіоізотопної діагност.
1,1,0,0,0,0,0,Чернівецька,2019,лабораторії радіоізотопної діагност.
1,1,0,0,0,0,0,Чернігівська,2019,лабораторії радіоізотопної діагност.
6,6,0,0,0,0,0,м.Київ,2019,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,м.Севастополь,2019,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,комп'ютерної томографії
4,0,0,0,1,1,1,Вінницька,2019,комп'ютерної томографії
4,4,0,0,0,0,0,Волинська,2019,комп'ютерної томографії
12,7,1,0,1,2,0,Дніпропетровська,2019,комп'ютерної томографії
11,9,0,0,0,2,0,Донецька,2019,комп'ютерної томографії
4,3,0,0,1,0,0,Житомирська,2019,комп'ютерної томографії
7,5,1,0,0,1,0,Закарпатська,2019,комп'ютерної томографії
5,5,0,0,0,0,0,Запорізька,2019,комп'ютерної томографії
5,2,1,0,1,1,0,Івано-Франківська,2019,комп'ютерної томографії
6,3,0,0,0,1,0,Київська,2019,комп'ютерної томографії
1,1,0,0,0,0,0,Кіровоградська,2019,комп'ютерної томографії
2,1,1,0,0,0,0,Луганська,2019,комп'ютерної томографії
5,3,0,0,1,1,0,Львівська,2019,комп'ютерної томографії
4,3,0,0,0,0,0,Миколаївська,2019,комп'ютерної томографії
3,2,0,0,1,0,0,Одеська,2019,комп'ютерної томографії
4,2,0,0,0,1,0,Полтавська,2019,комп'ютерної томографії
3,3,0,0,0,0,0,Рівненська,2019,комп'ютерної томографії
7,4,0,0,2,1,0,Сумська,2019,комп'ютерної томографії
5,2,0,0,1,1,0,Тернопільська,2019,комп'ютерної томографії
8,6,1,0,1,0,0,Харківська,2019,комп'ютерної томографії
2,2,0,0,0,0,0,Херсонська,2019,комп'ютерної томографії
2,1,0,0,0,1,0,Хмельницька,2019,комп'ютерної томографії
4,2,1,0,0,1,0,Черкаська,2019,комп'ютерної томографії
3,1,0,0,1,1,0,Чернівецька,2019,комп'ютерної томографії
5,2,1,0,0,1,1,Чернігівська,2019,комп'ютерної томографії
15,9,1,1,3,0,0,м.Київ,2019,комп'ютерної томографії
0,0,0,0,0,0,0,м.Севастополь,2019,комп'ютерної томографії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,каб.електрокардіог.та функц.діагност.
95,41,1,0,43,1,4,Вінницька,2019,каб.електрокардіог.та функц.діагност.
62,29,1,0,26,0,0,Волинська,2019,каб.електрокардіог.та функц.діагност.
175,79,1,8,72,2,2,Дніпропетровська,2019,каб.електрокардіог.та функц.діагност.
68,44,1,1,15,1,0,Донецька,2019,каб.електрокардіог.та функц.діагност.
87,31,1,1,46,1,2,Житомирська,2019,каб.електрокардіог.та функц.діагност.
41,22,1,1,12,0,2,Закарпатська,2019,каб.електрокардіог.та функц.діагност.
71,42,1,2,11,0,7,Запорізька,2019,каб.електрокардіог.та функц.діагност.
71,36,1,3,15,2,2,Івано-Франківська,2019,каб.електрокардіог.та функц.діагност.
80,38,2,0,29,1,3,Київська,2019,каб.електрокардіог.та функц.діагност.
66,31,1,2,24,1,2,Кіровоградська,2019,каб.електрокардіог.та функц.діагност.
28,18,0,0,7,0,1,Луганська,2019,каб.електрокардіог.та функц.діагност.
154,60,2,3,75,1,5,Львівська,2019,каб.електрокардіог.та функц.діагност.
47,29,1,1,11,1,1,Миколаївська,2019,каб.електрокардіог.та функц.діагност.
114,47,1,3,46,1,5,Одеська,2019,каб.електрокардіог.та функц.діагност.
86,42,1,2,32,1,2,Полтавська,2019,каб.електрокардіог.та функц.діагност.
82,33,1,1,35,1,3,Рівненська,2019,каб.електрокардіог.та функц.діагност.
82,25,1,2,43,1,3,Сумська,2019,каб.електрокардіог.та функц.діагност.
58,32,1,1,16,1,1,Тернопільська,2019,каб.електрокардіог.та функц.діагност.
110,53,2,5,36,0,2,Харківська,2019,каб.електрокардіог.та функц.діагност.
58,29,1,1,21,1,2,Херсонська,2019,каб.електрокардіог.та функц.діагност.
81,33,1,1,36,1,4,Хмельницька,2019,каб.електрокардіог.та функц.діагност.
61,28,1,2,21,1,5,Черкаська,2019,каб.електрокардіог.та функц.діагност.
45,20,1,1,17,1,2,Чернівецька,2019,каб.електрокардіог.та функц.діагност.
64,30,1,1,25,1,3,Чернігівська,2019,каб.електрокардіог.та функц.діагност.
68,25,1,10,22,0,3,м.Київ,2019,каб.електрокардіог.та функц.діагност.
0,0,0,0,0,0,0,м.Севастополь,2019,каб.електрокардіог.та функц.діагност.
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,дистанційно-діагностичні кабінети
9,5,0,0,4,0,0,Вінницька,2019,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Волинська,2019,дистанційно-діагностичні кабінети
1,1,0,0,0,0,0,Дніпропетровська,2019,дистанційно-діагностичні кабінети
2,1,0,0,1,0,0,Донецька,2019,дистанційно-діагностичні кабінети
2,1,0,0,1,0,0,Житомирська,2019,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Закарпатська,2019,дистанційно-діагностичні кабінети
1,1,0,0,0,0,0,Запорізька,2019,дистанційно-діагностичні кабінети
1,1,0,0,0,0,0,Івано-Франківська,2019,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Київська,2019,дистанційно-діагностичні кабінети
13,12,0,0,0,0,1,Кіровоградська,2019,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Луганська,2019,дистанційно-діагностичні кабінети
1,0,0,0,0,0,1,Львівська,2019,дистанційно-діагностичні кабінети
1,1,0,0,0,0,0,Миколаївська,2019,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Одеська,2019,дистанційно-діагностичні кабінети
3,2,0,0,0,0,1,Полтавська,2019,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Рівненська,2019,дистанційно-діагностичні кабінети
2,0,0,0,1,0,1,Сумська,2019,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Тернопільська,2019,дистанційно-діагностичні кабінети
2,2,0,0,0,0,0,Харківська,2019,дистанційно-діагностичні кабінети
1,0,0,0,0,0,1,Херсонська,2019,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Хмельницька,2019,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Черкаська,2019,дистанційно-діагностичні кабінети
1,0,0,0,0,0,1,Чернівецька,2019,дистанційно-діагностичні кабінети
2,1,0,0,0,0,1,Чернігівська,2019,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,м.Київ,2019,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,м.Севастополь,2019,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,клініко-діагностичні лабораторії
116,48,1,1,49,1,6,Вінницька,2019,клініко-діагностичні лабораторії
67,31,1,0,26,0,1,Волинська,2019,клініко-діагностичні лабораторії
173,79,1,8,63,2,1,Дніпропетровська,2019,клініко-діагностичні лабораторії
77,45,1,1,14,2,3,Донецька,2019,клініко-діагностичні лабораторії
57,31,1,1,15,1,2,Житомирська,2019,клініко-діагностичні лабораторії
51,29,1,1,12,1,2,Закарпатська,2019,клініко-діагностичні лабораторії
86,43,1,2,13,2,7,Запорізька,2019,клініко-діагностичні лабораторії
94,37,1,2,28,2,5,Івано-Франківська,2019,клініко-діагностичні лабораторії
78,41,2,0,21,2,3,Київська,2019,клініко-діагностичні лабораторії
52,31,1,2,4,2,4,Кіровоградська,2019,клініко-діагностичні лабораторії
38,20,1,0,8,1,2,Луганська,2019,клініко-діагностичні лабораторії
209,76,2,2,104,1,8,Львівська,2019,клініко-діагностичні лабораторії
50,28,1,1,10,1,2,Миколаївська,2019,клініко-діагностичні лабораторії
107,49,1,3,29,1,4,Одеська,2019,клініко-діагностичні лабораторії
72,44,1,2,2,2,8,Полтавська,2019,клініко-діагностичні лабораторії
80,34,1,1,30,1,4,Рівненська,2019,клініко-діагностичні лабораторії
77,26,1,2,34,1,3,Сумська,2019,клініко-діагностичні лабораторії
74,39,1,1,20,1,1,Тернопільська,2019,клініко-діагностичні лабораторії
123,57,2,5,30,0,2,Харківська,2019,клініко-діагностичні лабораторії
49,29,1,1,9,1,3,Херсонська,2019,клініко-діагностичні лабораторії
71,34,1,1,20,1,5,Хмельницька,2019,клініко-діагностичні лабораторії
61,29,1,2,16,1,5,Черкаська,2019,клініко-діагностичні лабораторії
42,19,1,1,9,1,3,Чернівецька,2019,клініко-діагностичні лабораторії
53,29,1,1,14,1,2,Чернігівська,2019,клініко-діагностичні лабораторії
88,33,1,11,20,0,2,м.Київ,2019,клініко-діагностичні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2019,клініко-діагностичні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,бактеріологічні лабораторії
8,5,1,0,1,0,0,Вінницька,2019,бактеріологічні лабораторії
4,3,1,0,0,0,0,Волинська,2019,бактеріологічні лабораторії
5,4,1,0,0,0,0,Дніпропетровська,2019,бактеріологічні лабораторії
6,4,0,0,0,0,0,Донецька,2019,бактеріологічні лабораторії
4,3,0,0,0,0,0,Житомирська,2019,бактеріологічні лабораторії
4,4,0,0,0,0,0,Закарпатська,2019,бактеріологічні лабораторії
12,9,1,1,0,0,0,Запорізька,2019,бактеріологічні лабораторії
4,2,1,0,0,0,0,Івано-Франківська,2019,бактеріологічні лабораторії
1,0,0,0,0,0,0,Київська,2019,бактеріологічні лабораторії
1,1,0,0,0,0,0,Кіровоградська,2019,бактеріологічні лабораторії
3,3,0,0,0,0,0,Луганська,2019,бактеріологічні лабораторії
7,3,1,0,1,0,1,Львівська,2019,бактеріологічні лабораторії
2,1,0,0,0,0,0,Миколаївська,2019,бактеріологічні лабораторії
7,4,0,0,1,0,0,Одеська,2019,бактеріологічні лабораторії
5,4,0,0,1,0,0,Полтавська,2019,бактеріологічні лабораторії
2,2,0,0,0,0,0,Рівненська,2019,бактеріологічні лабораторії
2,1,0,0,0,0,0,Сумська,2019,бактеріологічні лабораторії
0,0,0,0,0,0,0,Тернопільська,2019,бактеріологічні лабораторії
7,0,1,0,3,0,0,Харківська,2019,бактеріологічні лабораторії
0,0,0,0,0,0,0,Херсонська,2019,бактеріологічні лабораторії
6,3,0,0,1,0,0,Хмельницька,2019,бактеріологічні лабораторії
4,2,0,0,0,0,0,Черкаська,2019,бактеріологічні лабораторії
7,5,0,0,1,0,0,Чернівецька,2019,бактеріологічні лабораторії
6,5,0,0,0,0,0,Чернігівська,2019,бактеріологічні лабораторії
21,8,1,2,4,0,0,м.Київ,2019,бактеріологічні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2019,бактеріологічні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,серологічні лабораторії
0,0,0,0,0,0,0,Вінницька,2019,серологічні лабораторії
0,0,0,0,0,0,0,Волинська,2019,серологічні лабораторії
1,1,0,0,0,0,0,Дніпропетровська,2019,серологічні лабораторії
0,0,0,0,0,0,0,Донецька,2019,серологічні лабораторії
0,0,0,0,0,0,0,Житомирська,2019,серологічні лабораторії
1,0,0,0,0,0,0,Закарпатська,2019,серологічні лабораторії
4,2,0,0,1,0,0,Запорізька,2019,серологічні лабораторії
0,0,0,0,0,0,0,Івано-Франківська,2019,серологічні лабораторії
0,0,0,0,0,0,0,Київська,2019,серологічні лабораторії
2,0,0,0,0,0,0,Кіровоградська,2019,серологічні лабораторії
2,2,0,0,0,0,0,Луганська,2019,серологічні лабораторії
2,1,0,0,1,0,0,Львівська,2019,серологічні лабораторії
1,1,0,0,0,0,0,Миколаївська,2019,серологічні лабораторії
1,0,0,0,0,0,0,Одеська,2019,серологічні лабораторії
0,0,0,0,0,0,0,Полтавська,2019,серологічні лабораторії
0,0,0,0,0,0,0,Рівненська,2019,серологічні лабораторії
0,0,0,0,0,0,0,Сумська,2019,серологічні лабораторії
1,0,0,0,0,0,0,Тернопільська,2019,серологічні лабораторії
1,0,0,0,0,0,0,Харківська,2019,серологічні лабораторії
0,0,0,0,0,0,0,Херсонська,2019,серологічні лабораторії
1,0,0,0,0,0,0,Хмельницька,2019,серологічні лабораторії
1,0,0,0,0,0,0,Черкаська,2019,серологічні лабораторії
1,0,0,0,0,0,0,Чернівецька,2019,серологічні лабораторії
0,0,0,0,0,0,0,Чернігівська,2019,серологічні лабораторії
2,0,0,0,0,0,0,м.Київ,2019,серологічні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2019,серологічні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,біохімічні лабораторії
1,0,0,0,0,0,0,Вінницька,2019,біохімічні лабораторії
1,1,0,0,0,0,0,Волинська,2019,біохімічні лабораторії
0,0,0,0,0,0,0,Дніпропетровська,2019,біохімічні лабораторії
2,1,0,0,0,0,0,Донецька,2019,біохімічні лабораторії
1,1,0,0,0,0,0,Житомирська,2019,біохімічні лабораторії
0,0,0,0,0,0,0,Закарпатська,2019,біохімічні лабораторії
4,3,0,0,1,0,0,Запорізька,2019,біохімічні лабораторії
0,0,0,0,0,0,0,Івано-Франківська,2019,біохімічні лабораторії
1,0,0,0,0,0,0,Київська,2019,біохімічні лабораторії
0,0,0,0,0,0,0,Кіровоградська,2019,біохімічні лабораторії
4,3,0,0,0,0,1,Луганська,2019,біохімічні лабораторії
1,0,0,0,0,0,1,Львівська,2019,біохімічні лабораторії
2,2,0,0,0,0,0,Миколаївська,2019,біохімічні лабораторії
2,0,0,0,1,0,0,Одеська,2019,біохімічні лабораторії
1,1,0,0,0,0,0,Полтавська,2019,біохімічні лабораторії
0,0,0,0,0,0,0,Рівненська,2019,біохімічні лабораторії
0,0,0,0,0,0,0,Сумська,2019,біохімічні лабораторії
0,0,0,0,0,0,0,Тернопільська,2019,біохімічні лабораторії
3,0,0,0,3,0,0,Харківська,2019,біохімічні лабораторії
0,0,0,0,0,0,0,Херсонська,2019,біохімічні лабораторії
0,0,0,0,0,0,0,Хмельницька,2019,біохімічні лабораторії
0,0,0,0,0,0,0,Черкаська,2019,біохімічні лабораторії
0,0,0,0,0,0,0,Чернівецька,2019,біохімічні лабораторії
1,1,0,0,0,0,0,Чернігівська,2019,біохімічні лабораторії
2,2,0,0,0,0,0,м.Київ,2019,біохімічні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2019,біохімічні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,цитологічні лабораторії
1,0,0,0,0,1,0,Вінницька,2019,цитологічні лабораторії
2,1,0,0,1,0,0,Волинська,2019,цитологічні лабораторії
1,0,0,0,0,0,0,Дніпропетровська,2019,цитологічні лабораторії
0,0,0,0,0,0,0,Донецька,2019,цитологічні лабораторії
0,0,0,0,0,0,0,Житомирська,2019,цитологічні лабораторії
1,0,0,0,0,1,0,Закарпатська,2019,цитологічні лабораторії
3,2,0,0,0,1,0,Запорізька,2019,цитологічні лабораторії
1,0,0,0,0,1,0,Івано-Франківська,2019,цитологічні лабораторії
1,0,0,0,0,1,0,Київська,2019,цитологічні лабораторії
2,0,0,0,0,2,0,Кіровоградська,2019,цитологічні лабораторії
4,3,0,0,0,1,0,Луганська,2019,цитологічні лабораторії
2,1,0,0,0,1,0,Львівська,2019,цитологічні лабораторії
2,1,0,0,0,1,0,Миколаївська,2019,цитологічні лабораторії
2,0,0,0,1,1,0,Одеська,2019,цитологічні лабораторії
2,0,0,0,0,2,0,Полтавська,2019,цитологічні лабораторії
3,2,0,0,0,1,0,Рівненська,2019,цитологічні лабораторії
0,0,0,0,0,0,0,Сумська,2019,цитологічні лабораторії
1,0,0,0,0,1,0,Тернопільська,2019,цитологічні лабораторії
0,0,0,0,0,0,0,Харківська,2019,цитологічні лабораторії
1,0,0,0,0,1,0,Херсонська,2019,цитологічні лабораторії
1,0,0,0,0,1,0,Хмельницька,2019,цитологічні лабораторії
2,1,0,0,0,1,0,Черкаська,2019,цитологічні лабораторії
0,0,0,0,0,0,0,Чернівецька,2019,цитологічні лабораторії
0,0,0,0,0,0,0,Чернігівська,2019,цитологічні лабораторії
6,4,0,0,1,0,0,м.Київ,2019,цитологічні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2019,цитологічні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,імунологічні лабораторії
0,0,0,0,0,0,0,Вінницька,2019,імунологічні лабораторії
0,0,0,0,0,0,0,Волинська,2019,імунологічні лабораторії
2,2,0,0,0,0,0,Дніпропетровська,2019,імунологічні лабораторії
1,1,0,0,0,0,0,Донецька,2019,імунологічні лабораторії
1,1,0,0,0,0,0,Житомирська,2019,імунологічні лабораторії
0,0,0,0,0,0,0,Закарпатська,2019,імунологічні лабораторії
3,2,0,1,0,0,0,Запорізька,2019,імунологічні лабораторії
1,1,0,0,0,0,0,Івано-Франківська,2019,імунологічні лабораторії
0,0,0,0,0,0,0,Київська,2019,імунологічні лабораторії
2,1,0,0,1,0,0,Кіровоградська,2019,імунологічні лабораторії
1,1,0,0,0,0,0,Луганська,2019,імунологічні лабораторії
0,0,0,0,0,0,0,Львівська,2019,імунологічні лабораторії
3,2,1,0,0,0,0,Миколаївська,2019,імунологічні лабораторії
3,1,1,0,0,0,0,Одеська,2019,імунологічні лабораторії
2,1,0,0,0,0,0,Полтавська,2019,імунологічні лабораторії
1,1,0,0,0,0,0,Рівненська,2019,імунологічні лабораторії
0,0,0,0,0,0,0,Сумська,2019,імунологічні лабораторії
1,0,1,0,0,0,0,Тернопільська,2019,імунологічні лабораторії
2,1,1,0,0,0,0,Харківська,2019,імунологічні лабораторії
1,0,0,0,1,0,0,Херсонська,2019,імунологічні лабораторії
0,0,0,0,0,0,0,Хмельницька,2019,імунологічні лабораторії
1,1,0,0,0,0,0,Черкаська,2019,імунологічні лабораторії
2,0,1,0,1,0,0,Чернівецька,2019,імунологічні лабораторії
0,0,0,0,0,0,0,Чернігівська,2019,імунологічні лабораторії
4,3,0,0,0,0,0,м.Київ,2019,імунологічні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2019,імунологічні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,генетичні лабораторії
1,1,0,0,0,0,0,Вінницька,2019,генетичні лабораторії
1,0,1,0,0,0,0,Волинська,2019,генетичні лабораторії
1,1,0,0,0,0,0,Дніпропетровська,2019,генетичні лабораторії
1,0,0,0,1,0,0,Донецька,2019,генетичні лабораторії
1,0,0,0,0,0,0,Житомирська,2019,генетичні лабораторії
0,0,0,0,0,0,0,Закарпатська,2019,генетичні лабораторії
0,0,0,0,0,0,0,Запорізька,2019,генетичні лабораторії
0,0,0,0,0,0,0,Івано-Франківська,2019,генетичні лабораторії
1,0,0,0,0,0,0,Київська,2019,генетичні лабораторії
0,0,0,0,0,0,0,Кіровоградська,2019,генетичні лабораторії
0,0,0,0,0,0,0,Луганська,2019,генетичні лабораторії
0,0,0,0,0,0,0,Львівська,2019,генетичні лабораторії
0,0,0,0,0,0,0,Миколаївська,2019,генетичні лабораторії
2,0,1,0,1,0,0,Одеська,2019,генетичні лабораторії
1,1,0,0,0,0,0,Полтавська,2019,генетичні лабораторії
1,1,0,0,0,0,0,Рівненська,2019,генетичні лабораторії
0,0,0,0,0,0,0,Сумська,2019,генетичні лабораторії
1,0,1,0,0,0,0,Тернопільська,2019,генетичні лабораторії
1,0,0,0,1,0,0,Харківська,2019,генетичні лабораторії
0,0,0,0,0,0,0,Херсонська,2019,генетичні лабораторії
1,0,0,0,0,0,0,Хмельницька,2019,генетичні лабораторії
2,0,0,0,1,0,0,Черкаська,2019,генетичні лабораторії
0,0,0,0,0,0,0,Чернівецька,2019,генетичні лабораторії
1,0,0,0,0,0,1,Чернігівська,2019,генетичні лабораторії
1,0,1,0,0,0,0,м.Київ,2019,генетичні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2019,генетичні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,патологоанатомічні відділення
9,9,0,0,0,0,0,Вінницька,2019,патологоанатомічні відділення
1,1,0,0,0,0,0,Волинська,2019,патологоанатомічні відділення
49,45,1,0,0,1,0,Дніпропетровська,2019,патологоанатомічні відділення
26,26,0,0,0,0,0,Донецька,2019,патологоанатомічні відділення
5,5,0,0,0,0,0,Житомирська,2019,патологоанатомічні відділення
14,12,1,0,0,1,0,Закарпатська,2019,патологоанатомічні відділення
5,5,0,0,0,0,0,Запорізька,2019,патологоанатомічні відділення
17,15,0,0,0,1,0,Івано-Франківська,2019,патологоанатомічні відділення
13,12,0,0,0,1,0,Київська,2019,патологоанатомічні відділення
17,16,0,0,0,1,0,Кіровоградська,2019,патологоанатомічні відділення
19,17,1,0,0,0,0,Луганська,2019,патологоанатомічні відділення
2,1,0,0,0,1,0,Львівська,2019,патологоанатомічні відділення
22,19,1,0,0,1,0,Миколаївська,2019,патологоанатомічні відділення
17,17,0,0,0,0,0,Одеська,2019,патологоанатомічні відділення
17,16,0,0,0,0,0,Полтавська,2019,патологоанатомічні відділення
17,16,0,0,0,1,0,Рівненська,2019,патологоанатомічні відділення
17,15,0,0,0,1,0,Сумська,2019,патологоанатомічні відділення
1,0,0,0,0,0,0,Тернопільська,2019,патологоанатомічні відділення
36,30,1,0,0,0,1,Харківська,2019,патологоанатомічні відділення
22,19,1,0,0,1,0,Херсонська,2019,патологоанатомічні відділення
14,14,0,0,0,0,0,Хмельницька,2019,патологоанатомічні відділення
25,22,0,0,0,1,0,Черкаська,2019,патологоанатомічні відділення
1,0,0,0,0,1,0,Чернівецька,2019,патологоанатомічні відділення
1,1,0,0,0,0,0,Чернігівська,2019,патологоанатомічні відділення
20,18,1,0,0,0,0,м.Київ,2019,патологоанатомічні відділення
0,0,0,0,0,0,0,м.Севастополь,2019,патологоанатомічні відділення
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,фізіотерапевтичні відділення (каб.)
